timestamp,dataset,model,accuracy,training_time_sec,inference_time_sec,epochs,test_size,learning_rate,hidden_dim,n_chunks,num_qubits,input_dim,num_classes,train_size,test_count,total_params,seed
2026-04-21T15:07:34.235267,colon,ClassicalQuantumMLP,0.482143,23.911327,0.294069,20,0.9,0.1,,2,4,2000,2,6,56,8026,61
2026-04-21T15:08:22.102802,colon,IterativeQNN,0.696429,47.218242,0.626869,20,0.9,0.1,,2,4,2000,2,6,56,16114,61
2026-04-21T15:09:09.910366,colon,SplitAttentionQNN,0.642857,47.177419,0.607558,20,0.9,0.1,,2,4,2000,2,6,56,8056,61
2026-04-21T15:09:33.938922,colon,ResQNet,0.517857,23.710969,0.295147,20,0.9,0.1,,2,4,2000,2,6,56,12029,61
2026-04-21T15:10:01.974673,leukemia,ClassicalQuantumMLP,0.615385,27.187988,0.33739,20,0.9,0.1,,2,4,7129,2,7,65,28542,61
2026-04-21T15:10:56.782927,leukemia,IterativeQNN,0.646154,54.106763,0.678373,20,0.9,0.1,,2,4,7129,2,7,65,57146,61
2026-04-21T15:11:51.605963,leukemia,SplitAttentionQNN,0.430769,54.117045,0.683604,20,0.9,0.1,,2,4,7129,2,7,65,28572,61
2026-04-21T15:12:19.763027,leukemia,ResQNet,0.661538,27.674734,0.459611,20,0.9,0.1,,2,4,7129,2,7,65,42803,61
