timestamp,dataset,model,accuracy,training_time_sec,inference_time_sec,epochs,test_size,learning_rate,hidden_dim,n_chunks,num_qubits,input_dim,num_classes,train_size,test_count,total_params,seed
2026-04-21T13:49:16.762850,colon,ClassicalQuantumMLP,0.678571,23.21935,0.39434,20,0.9,0.1,,2,4,2000,2,6,56,8026,47
2026-04-21T13:50:03.606402,colon,IterativeQNN,0.821429,46.24138,0.581229,20,0.9,0.1,,2,4,2000,2,6,56,16114,47
2026-04-21T13:50:50.640296,colon,SplitAttentionQNN,0.678571,46.418323,0.593015,20,0.9,0.1,,2,4,2000,2,6,56,8056,47
2026-04-21T13:51:14.233566,colon,ResQNet,0.678571,23.185945,0.38534,20,0.9,0.1,,2,4,2000,2,6,56,12029,47
2026-04-21T13:51:42.454938,leukemia,ClassicalQuantumMLP,0.630769,27.479591,0.339819,20,0.9,0.1,,2,4,7129,2,7,65,28542,47
2026-04-21T13:52:36.800596,leukemia,IterativeQNN,0.630769,53.653156,0.674145,20,0.9,0.1,,2,4,7129,2,7,65,57146,47
2026-04-21T13:53:31.038127,leukemia,SplitAttentionQNN,0.646154,53.537404,0.682401,20,0.9,0.1,,2,4,7129,2,7,65,28572,47
2026-04-21T13:53:58.152386,leukemia,ResQNet,0.553846,26.746506,0.350091,20,0.9,0.1,,2,4,7129,2,7,65,42803,47
