timestamp,dataset,model,accuracy,training_time_sec,inference_time_sec,epochs,test_size,learning_rate,hidden_dim,n_chunks,num_qubits,input_dim,num_classes,train_size,test_count,total_params,seed
2026-04-21T14:04:13.616488,colon,ClassicalMLP,0.607143,0.007051,0.000834,20,0.9,0.1,4,2,,2000,2,6,56,8034,50
2026-04-21T14:04:13.636662,colon,IterativeClassicalNN,0.625,0.019212,0.000183,20,0.9,0.1,4,2,,2000,2,6,56,16122,50
2026-04-21T14:04:13.647562,colon,SplitAttentionClassicalNN,0.625,0.009221,0.000173,20,0.9,0.1,4,2,,2000,2,6,56,8084,50
2026-04-21T14:04:13.659858,colon,ResNet,0.625,0.011068,0.000154,20,0.9,0.1,4,2,,2000,2,6,56,12037,50
2026-04-21T14:06:34.938343,leukemia,ClassicalMLP,0.630769,0.01112,0.000282,20,0.9,0.1,4,2,,7129,2,7,65,28550,50
2026-04-21T14:06:34.958859,leukemia,IterativeClassicalNN,0.630769,0.018664,0.000309,20,0.9,0.1,4,2,,7129,2,7,65,57154,50
2026-04-21T14:06:34.976830,leukemia,SplitAttentionClassicalNN,0.630769,0.016608,0.000279,20,0.9,0.1,4,2,,7129,2,7,65,28600,50
2026-04-21T14:06:34.993732,leukemia,ResNet,0.630769,0.016012,0.000342,20,0.9,0.1,4,2,,7129,2,7,65,42811,50
